Code,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_bigfirm,IR_smallfirm,IR_firm,IR_House,IR_saving,IR_gen_credit,USB_10,LeadingCI,LaggingCI,vkospi,EPU,MP,FiscalP,TradeP,FXP,COFIX_new
21.Sep,97.8000 ,94.8000 ,127.8000 ,125.3000 ,112.3000 ,117.1000 ,93.7000 ,88.5000 ,116.6000 ,112.8000 ,103.7000 ,118.0000 ,112.8000 ,103.2000 ,118.0000 ,82.6000 ,78.7000 ,112.9000 ,103.2000 ,118.0000 ,111.4000 ,113.7000 ,2.7000 ,28439.0000 ,27683.0000 ,388.0000 ,253.0000 ,107.0000 ,115.0000 ,102.8000 ,103.7000 ,101.9000 ,87.0000 ,98.0000 ,87.0000 ,87.0000 ,86.0000 ,112.8000 ,109.3000 ,112.0000 ,128.4000 ,243626.5000 ,149313.3000 ,94313.2000 ,1324698.9000 ,3512412.3000 ,0.9800 ,1.1500 ,1.0730 ,1.5150 ,1.7860 ,2.0610 ,1.9530 ,0.7500 ,8.1970 ,1169.5400 ,1061.2200 ,1378.1900 ,1608.1000 ,924.6700 ,1269.3600 ,103.1700 ,107.8700 ,100.3900 ,102.5100 ,99.7000 ,107.5900 ,100.9400 ,102.1000 ,140.4300 ,114.0700 ,107.0500 ,117.3100 ,123.5400 ,194.6800 ,148.4200 ,111.0000 ,116.0300 ,127.7500 ,114.3200 ,3068.8200 ,1003.2700 ,2.4000 ,71.6500 ,0.9880 ,274.2140 ,2.6400 ,3.0500 ,2.8800 ,3.0100 ,2.4600 ,4.1500 ,1.3700 ,127.5000 ,122.0000 ,17.3500 ,112.9688 ,121.5168 ,114.6830 ,26.8705 ,53.4181 ,1.1600 
21.Oct,98.6000 ,95.0000 ,132.4000 ,124.5000 ,111.5000 ,120.0000 ,95.7000 ,89.5000 ,115.8000 ,113.2000 ,104.1000 ,121.4000 ,113.2000 ,103.5000 ,121.4000 ,81.7000 ,76.8000 ,113.3000 ,103.6000 ,121.4000 ,111.8000 ,115.3000 ,2.8000 ,28528.0000 ,27741.0000 ,448.0000 ,211.0000 ,118.0000 ,128.0000 ,103.7000 ,104.9000 ,102.6000 ,86.0000 ,96.0000 ,87.0000 ,87.0000 ,85.0000 ,113.2000 ,111.0000 ,112.4000 ,120.0000 ,251208.5000 ,152537.5000 ,98671.0000 ,1340780.8000 ,3549128.7000 ,1.0800 ,1.2000 ,1.1780 ,1.8420 ,2.1540 ,2.3990 ,2.3020 ,0.7500 ,8.3760 ,1182.8200 ,1044.9100 ,1372.2400 ,1619.5200 ,950.6300 ,1281.2100 ,103.3500 ,106.7200 ,100.4900 ,103.3000 ,99.6300 ,109.3100 ,101.0400 ,102.2300 ,146.0000 ,116.0200 ,107.7200 ,119.7000 ,125.1400 ,213.4900 ,168.6700 ,117.7100 ,119.5000 ,127.7600 ,116.8700 ,2970.6800 ,992.3300 ,2.4000 ,81.4800 ,1.2210 ,276.5900 ,2.6700 ,3.1400 ,2.9700 ,3.2600 ,2.4400 ,4.6200 ,1.5800 ,127.5000 ,122.6000 ,18.5500 ,125.1367 ,119.0429 ,127.3785 ,60.5212 ,64.8314 ,1.2900 
21.Nov,101.4000 ,98.3000 ,133.0000 ,126.4000 ,114.4000 ,120.9000 ,96.9000 ,89.8000 ,117.9000 ,115.0000 ,105.7000 ,121.9000 ,115.1000 ,105.3000 ,121.9000 ,80.0000 ,78.7000 ,115.3000 ,105.4000 ,121.9000 ,110.8000 ,112.9000 ,2.6000 ,28528.0000 ,27795.0000 ,394.0000 ,224.0000 ,107.0000 ,116.0000 ,104.3000 ,105.7000 ,103.1000 ,86.0000 ,97.0000 ,87.0000 ,86.0000 ,85.0000 ,115.0000 ,109.8000 ,113.7000 ,123.0000 ,252580.7000 ,154218.8000 ,98361.9000 ,1352211.4000 ,3594750.2000 ,1.1700 ,1.3400 ,1.3390 ,1.9530 ,2.1740 ,2.3550 ,2.4920 ,1.0000 ,8.3740 ,1182.9100 ,1036.3600 ,1350.4300 ,1593.1900 ,942.7000 ,1283.0800 ,103.8700 ,107.2500 ,101.7100 ,103.4600 ,99.7400 ,111.4800 ,101.0500 ,101.8000 ,155.2800 ,117.4100 ,107.9900 ,122.0300 ,125.9600 ,210.0400 ,165.9700 ,121.6900 ,119.1700 ,125.5000 ,115.7900 ,2839.0100 ,965.6300 ,2.7000 ,79.1500 ,1.0160 ,278.5240 ,2.9000 ,3.3000 ,3.1700 ,3.5100 ,2.5100 ,5.1600 ,1.5600 ,127.4000 ,123.2000 ,23.2300 ,125.5924 ,139.9751 ,138.7230 ,60.3525 ,34.1269 ,1.5500 
21.Dec,104.9000 ,100.7000 ,138.0000 ,129.9000 ,115.9000 ,121.5000 ,98.4000 ,92.6000 ,121.2000 ,118.9000 ,109.4000 ,123.9000 ,119.2000 ,109.3000 ,123.9000 ,78.3000 ,75.0000 ,119.3000 ,109.4000 ,123.9000 ,112.8000 ,113.1000 ,3.5000 ,28278.0000 ,27298.0000 ,629.0000 ,241.0000 ,94.0000 ,109.0000 ,104.6000 ,106.1000 ,103.3000 ,85.0000 ,97.0000 ,84.0000 ,86.0000 ,84.0000 ,118.9000 ,116.5000 ,113.3000 ,123.5000 ,254621.1000 ,155924.5000 ,98696.6000 ,1351974.2000 ,3619578.1000 ,1.2700 ,1.5400 ,1.3200 ,1.8000 ,1.9810 ,2.1870 ,2.4100 ,1.0000 ,8.2630 ,1183.7000 ,1039.5100 ,1338.1900 ,1575.2600 ,924.9600 ,1285.7300 ,104.0400 ,107.8500 ,101.7400 ,104.3500 ,99.7000 ,109.4100 ,101.1500 ,102.8100 ,155.2400 ,117.3000 ,108.0600 ,121.9300 ,125.2100 ,209.6300 ,151.4200 ,121.8500 ,118.0300 ,127.6500 ,114.3800 ,2977.6500 ,1033.9800 ,2.6000 ,71.7100 ,0.8670 ,280.1260 ,2.8600 ,3.3700 ,3.1900 ,3.6300 ,2.5400 ,5.1200 ,1.4700 ,127.7000 ,123.8000 ,16.5000 ,124.3795 ,147.9710 ,112.4256 ,61.3767 ,42.4908 ,1.6900 
22.Jan,102.2000 ,97.7000 ,136.6000 ,131.5000 ,117.9000 ,122.6000 ,96.8000 ,95.0000 ,118.2000 ,119.4000 ,110.5000 ,123.4000 ,119.5000 ,110.3000 ,123.4000 ,77.9000 ,78.0000 ,119.7000 ,110.4000 ,123.4000 ,114.9000 ,115.9000 ,4.1000 ,28096.0000 ,26953.0000 ,816.0000 ,241.0000 ,77.0000 ,87.0000 ,104.7000 ,106.1000 ,103.5000 ,84.0000 ,96.0000 ,84.0000 ,86.0000 ,83.0000 ,119.4000 ,115.3000 ,112.8000 ,120.5000 ,254615.0000 ,153948.8000 ,100666.2000 ,1352402.1000 ,3640778.4000 ,1.3900 ,1.6000 ,1.4220 ,2.0600 ,2.2790 ,2.4920 ,2.6320 ,1.2500 ,8.5060 ,1194.0100 ,1039.5500 ,1353.2000 ,1620.0100 ,946.4600 ,1300.7200 ,104.6900 ,109.1000 ,101.8300 ,104.7400 ,100.7600 ,109.1100 ,101.4300 ,104.8600 ,149.5100 ,118.3800 ,108.9900 ,122.3100 ,127.8900 ,212.5900 ,174.1500 ,123.6200 ,121.1000 ,129.6500 ,115.7500 ,2663.3400 ,872.8700 ,2.6000 ,83.2200 ,1.0700 ,281.9330 ,3.0300 ,3.5200 ,3.3000 ,3.8500 ,2.6200 ,5.2800 ,1.7600 ,128.0000 ,124.3000 ,23.9700 ,129.9095 ,166.3047 ,139.0953 ,54.2558 ,72.8737 ,1.6400 
22.Feb,96.3000 ,92.9000 ,141.3000 ,133.1000 ,116.8000 ,125.4000 ,98.1000 ,92.5000 ,118.0000 ,119.8000 ,108.7000 ,125.4000 ,119.9000 ,108.2000 ,125.4000 ,68.2000 ,67.8000 ,120.1000 ,108.3000 ,125.4000 ,116.9000 ,118.4000 ,3.4000 ,28356.0000 ,27402.0000 ,634.0000 ,238.0000 ,74.0000 ,82.0000 ,104.8000 ,106.1000 ,103.6000 ,85.0000 ,96.0000 ,84.0000 ,88.0000 ,85.0000 ,119.8000 ,107.0000 ,112.4000 ,124.2000 ,255708.4000 ,159110.4000 ,96598.0000 ,1353331.6000 ,3662622.9000 ,1.5000 ,1.6400 ,1.4800 ,2.2850 ,2.4950 ,2.6900 ,2.8730 ,1.2500 ,8.7240 ,1198.3400 ,1039.8500 ,1359.8900 ,1622.9100 ,941.8600 ,1298.6600 ,105.3000 ,109.4900 ,102.0000 ,104.7700 ,100.7900 ,111.0400 ,101.5900 ,106.1000 ,158.8600 ,119.5800 ,109.2500 ,124.3600 ,131.9800 ,253.3600 ,193.3900 ,133.6800 ,123.9000 ,129.2800 ,118.2800 ,2699.1800 ,881.0700 ,2.7000 ,91.6400 ,1.2100 ,284.1820 ,3.1200 ,3.5900 ,3.3700 ,3.8800 ,2.6800 ,5.3300 ,1.9300 ,128.0000 ,124.9000 ,24.4100 ,142.7288 ,145.7949 ,129.0614 ,45.6515 ,74.8479 ,1.7000 
22.Mar,97.6000 ,93.3000 ,138.7000 ,134.5000 ,117.4000 ,123.9000 ,100.3000 ,93.7000 ,119.3000 ,121.2000 ,109.4000 ,124.9000 ,121.4000 ,109.0000 ,124.9000 ,69.0000 ,70.5000 ,121.6000 ,109.1000 ,124.9000 ,116.1000 ,118.3000 ,3.0000 ,28627.0000 ,27754.0000 ,522.0000 ,264.0000 ,79.0000 ,88.0000 ,104.8000 ,106.1000 ,103.6000 ,88.0000 ,96.0000 ,86.0000 ,88.0000 ,85.0000 ,121.2000 ,108.5000 ,114.2000 ,129.0000 ,257261.1000 ,159416.7000 ,97844.4000 ,1358872.8000 ,3658533.9000 ,1.5000 ,1.6400 ,1.5860 ,2.3690 ,2.6000 ,2.7840 ,3.0280 ,1.2500 ,8.8580 ,1221.0300 ,1028.5900 ,1345.3300 ,1608.0100 ,965.2000 ,1312.9800 ,106.0600 ,109.3800 ,102.0600 ,104.1800 ,100.4000 ,117.1600 ,101.7400 ,106.0600 ,171.5200 ,122.3700 ,110.6200 ,128.2000 ,137.6300 ,267.3800 ,236.6700 ,133.6100 ,129.2200 ,132.5100 ,125.5700 ,2757.6500 ,944.5300 ,2.9000 ,108.5000 ,1.1980 ,287.7080 ,3.1200 ,3.5700 ,3.4000 ,3.8400 ,2.7700 ,5.4600 ,2.1300 ,128.1000 ,125.4000 ,17.1400 ,152.6705 ,181.7902 ,174.8536 ,64.7343 ,121.2782 ,1.7200 
22.Apr,96.2000 ,91.9000 ,142.9000 ,134.3000 ,115.2000 ,124.9000 ,96.1000 ,90.6000 ,116.3000 ,117.3000 ,106.9000 ,125.4000 ,117.5000 ,106.5000 ,125.4000 ,67.4000 ,70.8000 ,117.7000 ,106.6000 ,125.4000 ,112.2000 ,114.6000 ,3.0000 ,28942.0000 ,28078.0000 ,510.0000 ,262.0000 ,85.0000 ,91.0000 ,104.8000 ,106.1000 ,103.7000 ,83.0000 ,96.0000 ,82.0000 ,85.0000 ,84.0000 ,117.3000 ,108.3000 ,115.6000 ,123.0000 ,264376.4000 ,161103.0000 ,103273.4000 ,1367192.1000 ,3667075.8000 ,1.6400 ,1.7900 ,2.0020 ,2.9410 ,3.1400 ,3.2190 ,3.6310 ,1.5000 ,9.4710 ,1232.3400 ,977.3800 ,1334.0800 ,1596.8300 ,976.6400 ,1306.5800 ,106.8500 ,110.1600 ,102.0400 ,106.4500 ,100.5800 ,119.2000 ,101.9500 ,105.9300 ,189.8700 ,125.2500 ,111.6600 ,132.7100 ,141.5500 ,283.3800 ,221.4100 ,136.7500 ,129.5700 ,133.6800 ,127.4300 ,2695.0500 ,904.7500 ,3.1000 ,101.7800 ,1.2170 ,288.6630 ,3.1700 ,3.6700 ,3.4400 ,3.9000 ,2.9200 ,5.6200 ,2.7500 ,128.3000 ,125.9000 ,18.9200 ,154.6085 ,227.9042 ,158.7867 ,67.4972 ,137.5670 ,1.8400 
22.May,100.7000 ,96.3000 ,141.0000 ,132.6000 ,116.3000 ,122.0000 ,97.4000 ,91.1000 ,116.7000 ,117.6000 ,107.7000 ,122.7000 ,117.7000 ,107.3000 ,122.7000 ,73.2000 ,80.7000 ,117.9000 ,107.4000 ,122.7000 ,114.2000 ,116.2000 ,3.0000 ,29374.0000 ,28485.0000 ,539.0000 ,265.0000 ,73.0000 ,86.0000 ,104.8000 ,106.0000 ,103.8000 ,86.0000 ,100.0000 ,85.0000 ,87.0000 ,82.0000 ,117.6000 ,114.2000 ,116.7000 ,120.4000 ,263785.2000 ,162563.6000 ,101221.6000 ,1373870.8000 ,3697382.5000 ,1.7700 ,1.9500 ,2.0490 ,3.0190 ,3.2270 ,3.2950 ,3.7750 ,1.7500 ,9.6180 ,1269.8800 ,985.4900 ,1342.4300 ,1580.3400 ,987.5500 ,1295.5400 ,107.5600 ,111.4900 ,103.3900 ,106.4100 ,100.5400 ,119.7900 ,102.0900 ,107.7800 ,192.7500 ,126.3400 ,112.9100 ,133.9900 ,146.8700 ,319.0600 ,240.0000 ,154.2900 ,131.7200 ,135.9600 ,131.3000 ,2685.9000 ,893.3600 ,3.3000 ,109.5500 ,1.2460 ,291.4740 ,3.3500 ,3.7900 ,3.6000 ,3.9000 ,2.9400 ,5.7800 ,2.9000 ,128.8000 ,126.3000 ,17.2600 ,160.9129 ,221.3667 ,173.7194 ,126.4470 ,201.8785 ,1.9800 
22.Jun,105.4000 ,97.3000 ,150.7000 ,130.5000 ,110.8000 ,127.1000 ,101.6000 ,91.4000 ,123.9000 ,119.7000 ,104.8000 ,129.4000 ,119.7000 ,104.1000 ,129.4000 ,76.0000 ,77.7000 ,119.9000 ,104.2000 ,129.4000 ,117.9000 ,119.2000 ,3.0000 ,29366.0000 ,28478.0000 ,514.0000 ,263.0000 ,103.0000 ,110.0000 ,104.8000 ,106.0000 ,103.8000 ,87.0000 ,101.0000 ,84.0000 ,87.0000 ,82.0000 ,119.7000 ,112.8000 ,116.5000 ,125.1000 ,262221.6000 ,164455.5000 ,97766.1000 ,1375558.9000 ,3709040.0000 ,1.9900 ,2.2400 ,2.5990 ,3.4770 ,3.6510 ,3.6400 ,4.2330 ,1.7500 ,10.0800 ,1277.3500 ,951.3400 ,1348.9600 ,1572.8400 ,996.1400 ,1315.5100 ,108.2200 ,111.4000 ,103.4400 ,106.6900 ,100.6400 ,123.3100 ,102.4100 ,108.6200 ,200.8700 ,126.7800 ,113.6400 ,135.2200 ,144.9300 ,313.7500 ,252.8100 ,165.7400 ,130.0700 ,140.4300 ,132.5800 ,2332.6400 ,745.4400 ,3.9000 ,114.8400 ,1.0410 ,295.3280 ,3.5900 ,4.0600 ,3.8600 ,4.0400 ,3.1200 ,6.0000 ,3.1400 ,129.2000 ,127.0000 ,23.9000 ,176.8971 ,301.7297 ,166.1146 ,80.1770 ,223.7295 ,2.3800 
22.Jul,102.8000 ,99.0000 ,147.3000 ,129.2000 ,110.3000 ,131.6000 ,100.4000 ,96.4000 ,118.4000 ,118.2000 ,106.1000 ,130.9000 ,118.0000 ,105.2000 ,130.9000 ,75.7000 ,76.1000 ,118.2000 ,105.3000 ,130.9000 ,120.9000 ,122.9000 ,2.9000 ,29311.0000 ,28475.0000 ,415.0000 ,318.0000 ,90.0000 ,104.0000 ,104.8000 ,105.8000 ,103.8000 ,82.0000 ,96.0000 ,82.0000 ,85.0000 ,81.0000 ,118.2000 ,109.4000 ,116.7000 ,129.7000 ,274454.4000 ,165507.5000 ,108946.9000 ,1362283.4000 ,3719480.4000 ,2.4100 ,2.6400 ,2.9580 ,3.2380 ,3.2990 ,3.3000 ,4.1260 ,2.2500 ,9.9760 ,1307.4000 ,955.9300 ,1332.9100 ,1568.9400 ,1010.8300 ,1348.7300 ,108.7400 ,113.1200 ,103.5900 ,107.3000 ,100.6500 ,123.4300 ,102.5000 ,109.0300 ,209.8800 ,126.8700 ,114.3400 ,136.2400 ,142.3000 ,242.1200 ,235.6100 ,186.2700 ,129.5400 ,141.4600 ,129.3000 ,2451.5000 ,803.6200 ,4.7000 ,101.6200 ,0.3420 ,295.2710 ,3.8400 ,4.3600 ,4.1200 ,4.1600 ,3.3000 ,5.9100 ,2.9000 ,129.4000 ,127.7000 ,17.7900 ,178.1151 ,325.1783 ,175.0984 ,82.6451 ,206.0402 ,2.9000 
22.Aug,107.5000 ,102.8000 ,142.6000 ,123.7000 ,110.7000 ,129.9000 ,102.1000 ,95.7000 ,119.3000 ,116.6000 ,106.3000 ,129.4000 ,116.5000 ,105.8000 ,129.4000 ,73.3000 ,75.3000 ,116.7000 ,105.9000 ,129.4000 ,115.2000 ,116.5000 ,2.1000 ,29025.0000 ,28410.0000 ,264.0000 ,256.0000 ,84.0000 ,95.0000 ,104.5000 ,105.4000 ,103.6000 ,79.0000 ,94.0000 ,78.0000 ,83.0000 ,81.0000 ,116.6000 ,113.6000 ,118.8000 ,117.8000 ,266524.3000 ,166312.0000 ,100212.3000 ,1341917.2000 ,3744101.2000 ,2.7900 ,2.9100 ,2.9870 ,3.2470 ,3.3040 ,3.3220 ,4.2270 ,2.5000 ,10.0780 ,1318.4400 ,975.1700 ,1334.5300 ,1580.5500 ,1020.7900 ,1377.1200 ,108.6200 ,114.6900 ,103.6900 ,107.9000 ,100.8200 ,117.4000 ,102.5700 ,109.2800 ,197.7300 ,125.8300 ,114.2800 ,134.0400 ,142.4600 ,251.4500 ,222.6000 ,195.0100 ,129.1400 ,141.3300 ,127.5800 ,2472.0500 ,807.0400 ,4.3000 ,93.6700 ,0.3350 ,295.6200 ,4.2300 ,4.6500 ,4.4500 ,4.3500 ,3.4000 ,6.2400 ,2.9000 ,129.6000 ,128.4000 ,17.3100 ,151.6372 ,195.5972 ,117.2520 ,101.8779 ,148.1019 ,2.9600 
22.Sep,110.3000 ,105.0000 ,146.3000 ,120.8000 ,112.1000 ,127.3000 ,101.6000 ,94.1000 ,121.2000 ,114.4000 ,106.5000 ,128.8000 ,114.4000 ,106.1000 ,128.8000 ,75.8000 ,75.5000 ,114.6000 ,106.1000 ,128.8000 ,113.3000 ,115.3000 ,2.4000 ,29093.0000 ,28389.0000 ,374.0000 ,227.0000 ,92.0000 ,102.0000 ,103.9000 ,104.7000 ,103.2000 ,82.0000 ,95.0000 ,83.0000 ,84.0000 ,81.0000 ,114.5000 ,113.6000 ,118.4000 ,121.1000 ,265869.6000 ,166508.2000 ,99361.4000 ,1319496.2000 ,3744169.6000 ,3.0100 ,3.1700 ,3.2870 ,3.9030 ,3.9400 ,3.8970 ,4.9000 ,2.5000 ,10.7560 ,1391.5900 ,973.2000 ,1377.0900 ,1574.8200 ,1044.0200 ,1428.9200 ,108.9300 ,116.3000 ,103.7100 ,107.5000 ,100.6100 ,115.7700 ,102.5700 ,109.6000 ,202.8100 ,126.7300 ,115.1300 ,135.3800 ,148.5200 ,281.2800 ,221.1500 ,221.6800 ,133.1700 ,142.2300 ,131.1900 ,2155.4900 ,672.6500 ,4.2000 ,,0.6100 ,,4.3800 ,4.8700 ,4.6500 ,4.7900 ,3.6800 ,6.6200 ,,130.0000 ,129.0000 ,,166.4952 ,298.2188 ,168.0765 ,90.5630 ,364.4898 ,3.4000 
22.Oct,106.4000 ,104.0000 ,148.5000 ,118.2000 ,109.9000 ,125.2000 ,93.5000 ,89.5000 ,117.5000 ,110.4000 ,104.3000 ,127.0000 ,110.3000 ,103.9000 ,127.0000 ,68.8000 ,63.5000 ,110.5000 ,104.0000 ,127.0000 ,111.1000 ,113.9000 ,2.4000 ,29110.0000 ,28418.0000 ,390.0000 ,193.0000 ,102.0000 ,109.0000 ,103.1000 ,103.7000 ,102.7000 ,79.0000 ,92.0000 ,81.0000 ,83.0000 ,82.0000 ,,,,,,,,,,3.6900 ,4.0200 ,3.6020 ,4.2350 ,4.2860 ,4.2670 ,5.4360 ,3.0000 ,11.2880 ,1426.6600 ,969.3600 ,1404.8300 ,1614.2500 ,1041.8700 ,1433.4300 ,109.2100 ,114.7700 ,103.9300 ,108.0400 ,101.0900 ,115.1800 ,102.5900 ,110.1900 ,199.5000 ,127.5600 ,115.4400 ,135.7900 ,148.1700 ,303.9400 ,227.2500 ,220.1500 ,134.6400 ,141.3700 ,132.8600 ,2293.6100 ,695.3300 ,4.3000 ,,0.6650 ,,5.0800 ,5.4900 ,5.3300 ,4.8200 ,3.8100 ,7.2200 ,,130.3000 ,129.6000 ,,165.8259 ,285.8757 ,170.3235 ,58.0340 ,313.8081 ,3.9800 
